Referencia,question,answer
Preguntas frecuentes sobre el suicidio. NIMH. https://www.nimh.nih.gov/sites/default/files/health/publications/espanol/senales-de-advertencia-sobre-el-suicidio/preguntas-frecuentes-sobre-el-suicidio.pdf,¿Qué debo hacer si estoy pasando dificultades o si alguien que conozco tiene pensamientos suicidas?,"Si observa signos de advertencia de suicidio, especialmente un cambio de conducta o un comportamiento nuevo y preocupante, busque ayuda lo antes posible. Por lo general, los familiares y los amigos son los primeros en reconocer los signos de advertencia del suicidio y pueden dar el primer paso para ayudar a un ser querido a encontrar un tratamiento de salud mental. Si alguien le dice que se va a suicidar, no lo deje solo. No prometa que mantendrá en secreto sus pensamientos suicidas; dígaselo a un amigo, familiar u otro adulto de confianza. Llame al 112 si existe una situación potencialmente mortal. También puede: Llamar al 0248, la Línea de Atención a la Conducta Suicida o al Teléfono de la Esperanza."
Preguntas frecuentes sobre el suicidio. NIMH. https://www.nimh.nih.gov/sites/default/files/health/publications/espanol/senales-de-advertencia-sobre-el-suicidio/preguntas-frecuentes-sobre-el-suicidio.pdf,¿Qué pasa si leo mensajes suicidas en las redes sociales?,"Saber cómo obtener ayuda cuando alguien publica mensajes suicidas puede ayudar a salvar una vida. Muchos sitios de las redes sociales cuentan con un proceso para obtener ayuda para la persona que publica el mensaje. Para obtener en inglés, visite el sitio web sobre seguridad y apoyo en las redes sociales del 024 o del Teléfono de la Esperanza. Si lee un mensaje o ve contenido de transmisión en vivo que sugiere que alguien está participando activamente en una conducta suicida, puede comunicarse con el equipo de seguridad de la empresa de esa red social. Ellos se comunicarán con esa persona para que se contacte con la ayuda que necesita."
Preguntas frecuentes sobre el suicidio. NIMH. https://www.nimh.nih.gov/sites/default/files/health/publications/espanol/senales-de-advertencia-sobre-el-suicidio/preguntas-frecuentes-sobre-el-suicidio.pdf,¿Preguntarle a alguien sobre el suicidio les mete esa idea en la cabeza?,"No. Diversos estudios han demostrado que preguntar a las personas sobre pensamientos y conductas suicidas no ocasiona ni aumenta estos pensamientos. Preguntarle a alguien directamente: ""¿Estás pensando en suicidarte?"" puede ser la mejor manera de identificar a alguien en riesgo de suicidio."
Preguntas frecuentes sobre el suicidio. NIMH. https://www.nimh.nih.gov/sites/default/files/health/publications/espanol/senales-de-advertencia-sobre-el-suicidio/preguntas-frecuentes-sobre-el-suicidio.pdf,¿Tienen ciertos grupos de personas tasas más altas de suicidio?,"Según los Centros para el Control y la Prevención de Enfermedades de los Estados Unidos (CDC, por sus siglas en inglés), las mujeres tienen una mayor probabilidad de intentar suicidarse que los hombres, pero estos tienen más probabilidad de morir por suicidio que las mujeres. Esto puede deberse a que los hombres suelen intentar suicidarse con métodos muy letales, como armas de fuego o asfixia (por ejemplo, ahorcándose), y es más probable que las mujeres intenten suicidarse por envenenamiento, incluida una sobredosis de medicamentos recetados o de venta libre. Sin embargo, hay datos recientes de los CDC que sugieren que el principal medio de suicidio de las mujeres puede estar cambiando al uso de métodos más letales. Los datos de los CDC también muestran que las tasas de suicidio varían según la raza, la etnia, la edad y el género. Los hombres indígenas americanos y los nativos de Alaska tienen las tasas más altas de suicidio, seguidos por los hombres blancos no hispanos. Aunque la tasa de muerte por suicidio entre los preadolescentes y los adolescentes más jóvenes es menor que la de los adolescentes mayores y los adultos, esta ha aumentado con los años. El suicidio ahora se ubica como la segunda causa principal de muerte entre los niños de 10 a 14 años. En el caso de niños menores de 12 años, las investigaciones indican que los niños negros tienen una tasa más alta de muerte por suicidio que los niños blancos."
Preguntas frecuentes sobre el suicidio. NIMH. https://www.nimh.nih.gov/sites/default/files/health/publications/espanol/senales-de-advertencia-sobre-el-suicidio/preguntas-frecuentes-sobre-el-suicidio.pdf,"¿""Amenazan"" las personas con suicidarse para llamar la atención?",Los pensamientos o las acciones suicidas son un signo de angustia extrema y un indicador de que alguien necesita ayuda. Hablar de querer suicidarse no es una respuesta usual al estrés. Toda conversación sobre el suicidio debe tomarse en serio y requiere atención inmediata.
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Qué comportamiento presenta una persona que quiere suicidarse?,"La persona que quiere suicidarse suele presentar cambios en las emociones, en los pensamientos, en los hábitos y en el comportamiento habitual. Entre estos cambios podemos encontrar: Tristeza, Ideas de suicidio, Escribir notas de despedida, Entrega de posesiones valiosas, Aislamiento, Incremento de consumo, de alcohol, drogas u otras sustancias adictivas, Presencia de trastornos del sueño y del apetito."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Puede heredarse el riesgo de suicidio?,"Los factores genéticos y familiares podrían contribuir a aumentar el riesgo de suicidio. Así, entre los factores familiares, la ausencia de apoyo, un bajo nivel socioeconómico y educativo de la familia o antecedentes de suicidios en ella parecen incrementar el riesgo de suicidio. Sin embargo, esto no significa que la conducta suicida sea inevitable para personas con este historial genético o familiar; simplemente significa que pueden ser más vulnerables y deben tomar medidas para reducir su riesgo, tales como solicitar ayuda y tratamiento ante un primer signo de alarma."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿La depresión aumenta el riesgo de suicidio?,"Aunque la mayoría de las personas que tienen depresión no se suicidan, el padecer depresión aumenta el riesgo de suicidio, sobre todo si ésta es grave. Así, cerca del 60-90% de las personas que se suicidan tienen síntomas de depresión."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Aumenta el uso de alcohol y otras drogas el riesgo de suicidio?,"El abuso de alcohol o de otras drogas se asocia con mayor riesgo de suicidio. Este abuso suele ser común entre personas con tendencia a ser impulsivas, a tener mayor número de problemas sociales y económicos, y entre personas con conductas de alto riesgo que pueden resultar con frecuencia en lesiones."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Qué significa “suicidio por contagio” o “imitación”?,"La imitación de la conducta suicida se puede producir cuando se informa a una persona de que alguien de su entorno (familiares, amigos, compañeros de trabajo...) se suicida o al menos lo intenta. Si esta persona se encuentra en una situación inestable o difícil, ese suceso puede facilitar, por imitación, que también se intente suicidar. Por otro lado, la manera en que los medios de comunicación tratan el suicidio puede favorecer un “efecto contagio”. Así la información sobre el suicidio con muchos detalles, dar la noticia de forma sensacionalista o cuando el suicidio se aborda con admiración (valentía, romanticismo etc.) puede favorecer la aparición de conductas de imitación, especialmente en adolescentes y adultos jóvenes. Esto, sin embargo, no ocurre cuando la información se enfoca a sensibilizar a la población y prevenir el suicidio."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Cómo puedo ayudar a una persona que ha intentado suicidarse pero parece que sólo lo hace para llamar la atención?,"No se debe restar importancia a un acto suicida y creer que la persona lo realiza para llamar la atención. Todas las personas que hacen un intento de suicidio desean expresar que algo no va bien, que nos demos cuenta de que se sienten mal e incapaces de adaptarse a las exigencias que les pide la vida."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Cómo se puede ayudar al familiar o al amigo de una persona que se ha suicidado?,"Lo primero que debemos hacer es permitirles expresar su pena y sus emociones. El duelo por una persona que se ha suicidado se ve acompañado con frecuencia de sentimientos de culpa, la búsqueda de por qué lo hizo, el vivirlo como una mancha en la familia y otras muchas emociones. Superar esta situación puede llevar dos años o más."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Es posible predecir el suicidio?,"Actualmente no hay una medida definitiva para predecir el suicidio. Aunque los investigadores han identificado algunos factores que hacen que un individuo tenga un alto riesgo de suicidio, realmente muy pocas personas con estos factores llegan a intentar suicidarse. El suicidio es relativamente infrecuente por lo que es difícil predecir qué personas con factores de riesgo finalmente se suicidarán."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Qué pueden hacer los medios de comunicación a la hora de informar sobre un suicidio?,"Los medios de comunicación pueden minimizar el riesgo de contagio proporcionando una información concisa de los suicidios. Las noticias sobre suicidios no deben ser repetitivas, porque la exposición prolongada puede aumentar la posibilidad del contagio en personas vulnerables. El suicidio es el resultado de muchos factores, por lo que el reportaje no debe dar explicaciones simplistas, como por ejemplo que un evento negativo reciente en la vida de la persona ha sido la causa del suicidio. Tampoco se debería divulgar una descripción detallada del método de suicidio utilizado, glorificar a la víctima ni señalar que el suicidio fue efectivo en lograr una meta personal. Estas mismas recomendaciones deberían aplicarse a la información que se divulga a través de Internet, dado el uso masivo y cotidiano de esta fuente de información."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Cuáles pueden ser algunas de las señales de alerta de un suicidio inmediato? ,"Las siguientes conductas son frecuentes entre personas que están considerando quitarse la vida: Amenazan con dañarse o matarse. Buscan medios para suicidarse o hablan de un plan de suicidio. Hablan o escriben sobre la muerte, el morirse o el suicidio (sobre todo cuando esto no era propio de la persona o era muy raro). Expresan sentimientos de desesperanza. Expresan sentimientos de ira, rabia o venganza. Se involucran en conductas que implican un riesgo innecesario o que son irresponsables. Expresan sentimientos de estar atrapado, de no ver una salida. Incrementan el uso de alcohol u otras drogas. Se retiran o evitan el contacto con amigos, familias o su entorno. Se muestran ansiosos o agitados. Hay patrones anormales de sueño, como el no dormir o el dormir todo el tiempo. Cambios dramáticos en el humor, tales como sentimientos de alegría tras un largo período de tristeza o depresión. Se desprenden de sus posesiones o se despiden de su familia y amigos. Pierden el interés en muchas actividades en las que antes participaban. Dicen que no hay razones para vivir o que la vida es un despropósito."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Cómo se debe actuar si se identifica en un conocido algunas de las señales de alerta de un suicidio inmediato?,"Una señal de alerta nos indica que una persona estaría teniendo serios pensamientos de quitarse la vida y que podría incluso estar planificando como realizarlo. Si usted se da cuenta de que alguien conocido está actuando de un modo extraño, que no tiene que ver con su carácter habitual, es importante que hable con él sobre lo que puede estar pasando. Las señales de alerta podrían ser también una petición de ayuda y nos proporcionan una oportunidad (tanto a la familia como a amigos, conocidos y profesionales de la salud) para intervenir y prevenir que esta persona se suicide. En caso de identificarlos, es importante responder con rapidez, especialmente si la persona muestra varios al mismo tiempo, hablando con la persona y buscando la ayuda y el apoyo de otros."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Qué circunstancias podrían precipitar la conducta suicida?,"Algunos acontecimientos o situaciones de la vida, a los que llamaremos precipitantes, pueden provocar un estrés intenso en un momento particular de una persona. Estos precipitantes pueden ser vistos como la gota de agua que rebosa el vaso y pueden llevar a alguien que estuvo pensando en quitarse la vida, a dar el paso de intentarlo. Algunos ejemplos de sucesos y circunstancias que pueden actuar como precipitantes: Una discusión con una persona importante o con alguien amado. La ruptura o pérdida de una relación afectiva. El suicidio de un familiar, de un amigo o de un personaje público. Abuso de alcohol o de otra sustancia. Un reportaje sobre el suicidio o métodos de suicidio. La aparición o el agravamiento de un trastorno mental o de una enfermedad física o accidente. Cambios inesperados en las circunstancias de la vida. Experimentar un acontecimiento vital traumático, como abuso, acoso o violencia. Pérdida de estatus social, o episodio vivido como de pérdida del respeto por parte de los demás."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Qué puede hacer usted si ha comenzado a pensar en el suicidio? ,"A continuación le exponemos una serie de recomendaciones importantes para una persona que tiene ideas de suicidio: 1. Aunque no se le ocurra otra solución que el suicidio, no significa que no la haya, sino que usted no la puede ver en ese momento. Otra persona puede ayudarle a encontrar esa solución. 2. Busque ayuda lo antes posible. Si cree que no puede más, hable con un amigo o con un familiar en quien confíe, vaya a ver a su médico o llame a un servicio de atención telefónica. 3. Hable de sus pensamientos suicidas. No se guarde para si mismo sus pensamientos suicidas. 4. Posponga cualquier decisión acerca del suicidio: cuando la persona es capaz de posponer su decisión tan sólo 24 horas, las cosas mejoran y se sentirá más capaz de enfrentarse a sus problemas. 5. Permanezca acompañado hasta que los pensamientos sobre el suicidio disminuyan. 6. Las crisis son transitorias. Muchas personas han pensado en el suicidio en algún momento de su vida, pero deciden vivir porque se dan cuenta de que las crisis son transitorias, mientras que la muerte no lo es. 7. Muchas personas que alguna vez han pensado en suicidarse, en realidad no querían morir sino acabar con su sufrimiento. Por eso están contentas de no haberlo hecho una vez que el sufrimiento ha pasado. 8. Piense en las cosas o personas importantes que le han ayudado a superar otros momentos difíciles. Esas son precisamente las cosas o personas por las que también ahora merece la pena vivir. 9. No se aísle. Trate de salir o de recibir en su casa a familiares y amigos, aunque no disfrute de su compañía como antes. Es muy importante seguir manteniendo el contacto. 10. Trate de centrarse en el día a día. Pensar mas allá puede ser abrumador si siente que tiene muchos problemas y no se ve capaz de afrontarlos. 11. Cuando esté desanimado, evite las drogas y el alcohol. Muchas sustancias aumentan su malestar. Además, no le ayudarán a resolver los problemas y pueden llevarle a hacer cosas que normalmente no haría. 12. Manténgase sano, trate de hacer suficiente ejercicio y de comer bien. El ejercicio puede ayudarle a sentirse mejor mediante la liberación de ciertas substancias en su cerebro. Comer bien ayuda a notarse con más energía y a sentirse capaz de manejar los momentos difíciles de la vida. 13. Vaya a ver a su médico o a su especialista para hablar del apoyo o el tratamiento. Hable de sus pensamientos y sentimientos sobre el suicidio con su médico. Converse sobre los modos con los que usted se mantiene a salvo y asegúrese de que recibe los mejores tratamientos y cuidados. 14. Escriba un diario en el que pueda anotar las cosas realmente importantes para usted. Escriba sus sentimientos y léalos cuando los pensamientos suicidas le aparezcan."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Qué podemos hacer cuando vemos señales de alerta y/o de ideación suicida en un familiar o allegado?,"1. Estar atento. Si alguien que usted conoce muestra algunos o todas las señales de alerta para el suicidio y/o ha experimentado algún factor precipitante, debería actuar inmediatamente para asegurar su seguridad. 2. Conservar la calma. Si alguien que usted conoce muestra señales de alerta o ha alcanzado su tope, intente no reaccionar de modo exagerado. 3. Hablar con esa persona. Mientras le muestra que usted entiende que se sienta desesperado o que en este preciso momento se encuentran en una posición difícil y frágil. Hágale saber que hay ayuda disponible, que no siempre se sentirá tan mal, y que con la ayuda correcta es posible que pueda manejar sus problemas y sentirse mejor en el futuro. 4. Eliminar el acceso a cualquier método de suicidio y no dejar nunca sola a la persona. Si duda sobre el riesgo concreto, hable con ella y busque la ayuda de otras personas. 5. Valorar el riesgo. Hable con la persona que podría estar en riesgo de suicidio y valore la situación. ¿Tiene un plan para matarse? ¿Tiene los medios para llevarlo a cabo? Si es así, la persona tiene un riesgo elevado de suicidio. Busque ayuda inmediatamente llamando al 061 o al 112 inmediatamente y ayúdele a mantenerse a salvo. 6. Hablar con otras personas que la conozcan. Si usted cree que alguien puede tener ideas de suicidio, hable con otras personas que la conozcan para saber si ellos han notado también algo fuera de lo habitual o por si piensan lo mismo. 7. Ofrecer ayuda en tareas prácticas. Esto puede proporcionar a la persona la oportunidad de hacer otras tareas también importantes, pasar algún tiempo intentando resolver su situación o dándole tiempo libre, algo muy necesario. Acepte que la ayuda que usted ofrece puede ser rechazada, ya que algunas veces, las personas encuentran difícil aceptar apoyo o no quieren admitir que necesitan ayuda. 8. Saber dónde pedir ayuda. Consiga información sobre los sitios y los servicios de apoyo en su comunidad y en su entorno. Tenga una lista de números de contacto y los horarios de atención de estos servicios. Proporcione ayuda práctica para que la persona en riesgo de suicidio tenga una atención adecuada a sus necesidades y situación. Tengan un plan de emergencia por si resulta que el servicio no está disponible o que tiene una larga lista de espera. 9. Cuídese usted mismo. Ayudar a alguien a enfrentarse a los traumas y al estrés puede ser muy fatigoso y dejarnos agotados. Encuentre algún tiempo para las cosas con las que usted disfruta y busque a otras personas que puedan ayudarlo a apoyar a quien más lo necesita."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Qué podemos hacer con aquéllos que han sufrido el suicidio de alguien cercano?,"La pérdida de un ser querido por suicidio es un hecho terrible, doloroso e inesperado y puede ocasionar un dolor intenso y prolongado que será diferente y único en cada persona que lo sufre. Las reacciones emocionales, como angustia, desprecio, negación, vergüenza o culpa son reacciones normales de expresión del sufrimiento. Otras veces, las personas del entorno presentan actitudes negativas o culpabilizadoras sobre el suicidio que contribuyen a que los familiares o seres queridos de la persona que se ha suicidado se aíslen y se sientan estigmatizados. Todo ello lleva a sufrir duelos complicados, depresión e incluso suicidio. A menudo, los familiares o seres queridos se obsesionan con el motivo del suicidio y de si podrían haber hecho algo por evitarlo o por ayudar al ser querido, lo que con frecuencia genera sentimientos de culpa. Otras veces pueden sentir que son los demás los que les culpan del suicidio y les conduce a negar lo que pasó o a esconder sus sentimientos. Lo más sencillo y lo mejor que se puede hacer como amigo es escuchar lo que los familiares o allegados de la persona que ha consumado un suicidio nos dicen, sin crítica, prejuicios ni juicios de valor. En muchas ocasiones suelen ser reticentes a explicar la historia abiertamente y manifestar sus sentimientos. Para ayudarles, debemos dejar de lado todas nuestras creencias preconcebidas sobre el suicidio y las víctimas del suicidio."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Qué hacer ante la posible conducta suicida de un familiar o allegado?,"HAGA ALGO AHORA Tome las señales de alerta en serio y pregúntele a la persona si está pensando en el suicidio y si tiene algún plan. Busque urgentemente ayuda si la necesita llamando al 112 ó 061 o lleve a la persona al Servicio de Urgencias más próximo. HABLAR SOBRE EL SUICIDIO Hablar sobre el suicidio no va a meterle esa idea en la cabeza y, sin embargo, puede animarle a hablar sobre sus sentimientos. Un plan detallado indica mayor riesgo. No se comprometa a guardarlo como un secreto desde el momento en el que la seguridad física de la persona es su principal preocupación. ACEPTAR SU PROPIA REACCIÓN Usted puede sentir miedo o preferir ignorar la situación. Si le está costando dominarse, solicite la ayuda de alguien de confianza. ESTAR AHÍ POR ÉL O POR ELLA Pase algún tiempo con esa persona, anímele a hablar de cómo se está sintiendo, identifique a quien podría pedir apoyo, y anime a la persona para que acepte tener apoyo también más adelante. ACEPTAR LO QUE LE ESTÁ DICIENDO Mantenga una comunicación directa, abierta y honesta con esta persona. Permita que la persona exprese sus sentimientos y exprese su preocupación sin juzgarlo. Diga cosas como “Aquí estoy para ayudarte”, “Hablemos” y “Estoy aquí por ti”. ADOPTAR MEDIDAS DE SEGURIDAD Pregúntese hasta qué punto la persona está pensando en suicidarse. Si usted está claramente preocupado no deje sola a esa persona. Retire cualquier medio disponible para el suicidio, incluyendo armas, cuerdas, cinturones, medicinas, alcohol y otras drogas, incluyendo el acceso a cualquier vehículo. DECIDIR QUÉ HACER Comenten de modo conjunto qué decisión tomar. Usted podría necesitar contar con más ayuda (compañeros, padres, amigos cercanos u otras personas) para convencer a la persona para buscar ayuda profesional. Sólo compartiendo esa información puede usted asegurarse que la persona tenga la ayuda y apoyo que necesita. ANIMAR A LA PERSONA A OBTENER APOYO Médicos de atención primaria y urgencias Servicio de salud mental Servicios sociales Orientadores escolares, educadores Servicios religiosos Servicios de ayuda tanto on line, como telefónica. PEDIR UN COMPROMISO Pídale a la persona que se comprometa a no callar su malestar y preocupación y a hablar con alguien si vuelven las ideas de suicidio. Esto facilitará que el busque ayuda. CUIDARSE A SÍ MISMO Es difícil y emocionalmente agotador apoyar a alguien que piensa en suicidarse, no lo haga usted solo. Encuentre a alguien con quien hablar, tal vez amigos, familiares o un profesional sanitario. MANTENERSE INVOLUCRADO Los pensamientos de suicidio no desaparecen fácilmente. La continua preocupación de la familia y amigos es muy importante para la recuperación de la persona. Manténgase atento o atenta a la evolución de la persona."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Qué NO hacer ante la posible conducta suicida de un familiar o allegado?,"NO REHUIR LOS PROBLEMAS No deje a la persona sola si cree que su vida está en riesgo inmediato.  NO BANALIZAR, NI DESAFIAR No trate con ligereza cualquier amenaza, sobre todo si la persona empieza a bromear con eso. NO minimice la situación o la intensidad de las emociones y del malestar. Retar a que lo haga no va a ayudarle. No le diga cosas como “A qué no eres capaz. Si lo haces, hazlo bien”.  NO UTILIZAR GRITOS O REPRIMENDAS No actúe de modo excesivo o lo culpe por estar mal. ¡No vaya a ser otra petición de ayuda! Muchas veces lo que necesitan es motivación y eso no se consigue con un buen grito.  NO TEMER PREGUNTAR No le de miedo preguntar a la persona por qué está tan triste y tan deprimida ni si se quiere hacer daño a sí misma.  NO JUZGAR, NO COMPARAR No le diga que eso es de cobardes, o que es de valientes y que él o ella no lo es. No le diga cosas como “algo habrás hecho para estar así”, responsabilizándola de toda la situación, o señalar que “está mucho mejor que otras personas”. Esto suele incrementar los sentimientos de culpa y de malestar.  NO MANTENGA TODO EN SECRETO Entre la vida de su amigo y su confianza, escoja la vida.  NO DÉ SOLUCIONES SIMPLISTAS Una solución obvia y simple puede ayudar a incrementar los sentimientos de incapacidad, vergüenza o soledad en la persona.  NO INTENTE AYUDAR A LA PERSONA USTED MISMO SIN AYUDA DE NADIE No piense que usted es quien mejor la conoce, que nunca le va a faltar ni a cansarse y que los demás sobran, incluyendo los profesionales."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿El que se quiere matar no lo dice?,"Pensar que el que se quiere matar no lo dice es una creencia errónea. Esta creencia conduce a no prestar atención a las personas que manifiestan sus ideas suicidas o amenazan con suicidarse.  De cada diez personas que se suicidan, nueve manifestaron claramente sus propósitos y la otra dejó entrever sus intenciones de acabar con su vida. "
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿El que dice que se quiere matar no lo hace?,"Pensar que el que dice que se quiere matar no lo hace es una creencia errónea. Esta creencia conduce a minimizar las amenazas suicidas, que pueden considerarse erróneamente como chantajes, manipulaciones, alardes, etc.  El que se suicida pudo expresar lo que ocurriría con palabras, amenazas, gestos o cambios de conducta."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿Todo el que se suicida es un enfermo mental?,"Pensar que todo el que se suicida es un enfermo mental es una creencia errónea. Esta creencia intenta hacer sinónimo el suicidio y la enfermedad mental.  Los enfermos mentales se suicidan con mayor frecuencia que la población general, pero no necesariamente hay que padecer un trastorno mental para hacerlo. No hay duda de que todo suicida es una persona que sufre."
"La conducta suicida. Información para pacientes, familiares y allegados. Anexo 1 de la Guía de Práctica Clínica de Prevención y Tratamiento de la Conducta Suicida. Ministerio de Sanidad, 2012. https://www.fsme.es/centro-de-documentaci%C3%B3n-sobre-conducta-suicida/gu%C3%ADas-sobre-conducta-suicida/la-conducta-suicida-gpc-sns/",¿El suicidio se hereda?,"Pensar que el suicidio se hereda es una creencia errónea. Esta creencia lleva a creer erróneamente que lo que está determinado por la herencia es imposible modificarlo.  Aunque el suicidio pueda tener influencia genética, existen una serie de factores protectores que es preciso potenciar (habilidades en la resolución de los problemas, tener confianza en uno mismo, integración social, etc.…)."
